,artists,track,album,time (s),popularity,year,id
3196,['Katy Perry'],Roar,PRISM,223.546,81,2013,27tNWlhdAryQY04Gb2ZhUI
3197,"['Franz von Suppé', 'Franz Welser-Möst', 'Wiener Philharmoniker']",Leichte Kavallerie: Ouvertüre,New Year's Concert 2013,426.16,28,2013,1y5ji3wRugojNFDd0mYCS6
3198,['Katy Perry'],Unconditionally,PRISM,228.878,83,2013,009ImBOrIUlWgla8U05RAC
3199,['Kla Project'],"Menjemput Impian - Live at Jakarta Convention Center, Plenary Hall, Senayan, 2013",GRAND KLAKUSTIK: 25 Years (Live),303.36,36,2013,3pVQ7mzxiMZwQrMvLbCrAo
3200,['Five Finger Death Punch'],Wrong Side of Heaven,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1 (Deluxe Edition)",271.0,70,2013,0gMTjqQCHmQpCqmmeCy2wP
3201,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester #33,Frederick's Bass Tester: Year #3 (2013),246.883,8,2013,09008UN2PkSjMzGY8OlOyL
3202,['Kacey Musgraves'],Follow Your Arrow,Same Trailer Different Park,199.64,71,2013,4CLPNURPcKztF9RRdcWLGP
3203,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester #35,Frederick's Bass Tester: Year #3 (2013),232.437,8,2013,23SMxhnw79FNaZq6QFAHZH
3204,['Anarbor'],18,Burnout (Deluxe Version),157.36,73,2013,21hbZ0yllYOoXEbiFDYMSI
3205,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester: UNLISTED (Part 1),Frederick's Bass Tester: Year #3 (2013),163.291,8,2013,5DfRYGs0xdZp9q5wzDHPBx
3206,['Sara Bareilles'],Brave,The Blessed Unrest,220.573,74,2013,6Uy6K3KdmUdAfelUp0SeXn
3207,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester: UNLISTED (Part 2),Frederick's Bass Tester: Year #3 (2013),203.493,8,2013,79XvSSWTEPAd0UxYsAX521
3208,['Tmsoft’s White Noise Sleep Sounds'],Box Fan Sound,Box Fan Sound,589.971,71,2013,575DZcL4PtBm3qoFdilkq8
3209,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester #34,Frederick's Bass Tester: Year #3 (2013),275.957,8,2013,0DhtAQjOQvLW0VhmpJgEae
3210,['Twenty One Pilots'],Car Radio,Vessel,267.72,75,2013,5cbpoIu3YjoOwbBDGUEp3P
3211,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester: MAXIMUM PENETRATION,Frederick's Bass Tester: Year #3 (2013),177.893,8,2013,5yaESsfaLs4SifjnJT4XgY
3212,"['Mike WiLL Made-It', 'Miley Cyrus', 'Wiz Khalifa', 'Juicy J']",23,23,252.52,77,2013,20FZrLl9zSbO9b3DhaqO6M
3213,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester: LIFE ON MARS (Part 1),Frederick's Bass Tester: Year #3 (2013),258.664,8,2013,1KfQ2FPACDE8GTDkpfDx8g
3214,"['Jeremih', 'Lil Wayne', 'Natasha Mosley']",All The Time,All The Time,264.2,75,2013,0USZx50eApN045zIIyjePN
3215,['The Pogues'],Gartloney Rats - 2013 Mix,30 Years,148.373,8,2013,0OSrDF1AGbSu98rvvh8GjP
3216,['Jason Derulo'],Trumpets,Talk Dirty,217.419,69,2013,5KONnBIQ9LqCxyeSPin26k
3217,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester: LIFE ON MARS (Part 2),Frederick's Bass Tester: Year #3 (2013),162.638,8,2013,3CaJC9dxxHMQC3rS9yChfz
3218,['Ellie Goulding'],Burn,Halcyon Days,231.211,71,2013,0xMd5bcWTbyXS7wPrBtZA6
3219,"['TandMProductionCo', 'TandMMusic', 'TandMTV']",Frederick's Bass Tester: One Minute Test,Frederick's Bass Tester: Year #3 (2013),96.208,8,2013,7bS138deqGRuBnmA1dHd6k
3220,['Randy Houser'],Runnin' Outta Moonlight,How Country Feels,193.773,70,2013,6enPOmd3vSFpI4jjms8kXN
3221,"['DJ DSK', 'The Lost Soul Collective']",Lost Soul 2013,Battle of the Year 2013 - The Soundtrack,346.786,14,2013,5QOHz6YwoKJT66kzn7J6mi
3222,"['Demi Lovato', 'Cher Lloyd']",Really Don't Care,Demi,201.6,75,2013,5vTPxzm4h2bY9rYyVrGEU5
3223,['Small Faces'],Afterglow - 2013 Remaster,Greatest Hits - The Immediate Years 1967-1969,202.16,15,2013,6E62CGfmoPq6nobeafNuW2
3224,"['Set It Off', 'Ash Costello']",Partners in Crime (feat. Ash Costello),Cinematics (Expanded Edition),211.026,73,2013,4oaU0fMSg3n9kqOwmLPVhH
3225,"['Andy Duguid', 'Jaren']",7even (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.293,9,2013,6jiPjQc9UqBPOJTHKKMRYq
3226,"['Blake Shelton', 'Pistol Annies']",Boys 'Round Here (feat. Pistol Annies & Friends),Based on a True Story... (Deluxe Edition),288.76,70,2013,39FwE8edwuyiaa4PrGBkP7
3227,['Omnia'],The Light (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),73.826,9,2013,0mLTR17pMWXksaEHf79QzA
3228,"['Disclosure', 'Eliza Doolittle', 'Flume']",You & Me - Flume Remix,Settle (The Remixes),282.812,71,2013,1snNAXmmPXCn0dkF9DaPWw
3229,['David Bowie'],Drive-In Saturday - 2013 Remaster,Five Years (1969 - 1973),272.6,13,2013,1XiAWoiBiI6oHvLh8BHzT6
3230,['Autoheart'],Stalker's Tango,Lent,175.0,73,2013,0pEC10owcK34KgGYGddAqU
3231,['David Bowie'],Watch That Man - 2013 Remaster,Five Years (1969 - 1973),270.344,11,2013,5ssdg4s1AV7hFda9LaeCXE
3232,['The Strokes'],"Call It Fate, Call It Karma",Comedown Machine,204.773,74,2013,3Y4rUyw7XBCK6hGHCOt6rp
3233,['The Pogues'],London You're a Lady - 2013 Mix,30 Years,176.426,8,2013,6jJmYSwSWxZwO0Y0L9QlPI
3234,"['Kristen Bell', 'Idina Menzel']","For the First Time in Forever - From ""Frozen""/Soundtrack Version",Frozen (Original Motion Picture Soundtrack / Deluxe Edition),225.08,72,2013,70b5Sq3ePOu3Gqg0hjlOtR
3235,['The Pogues'],Down All the Days - 2013 Mix,30 Years,206.533,8,2013,5WoIFAyTq52HkyTamNb4JM
3236,['Avril Lavigne'],Here's to Never Growing Up,Avril Lavigne (Expanded Edition),214.32,74,2013,0qwcGscxUHGZTgq0zcaqk1
3237,['Rabbit Junk'],Own up (Remastered),Singles from the Lost Years 2011-2013 (Remastered),248.0,14,2013,1j1AmogXCtxDDrwowlSjJU
3238,['Ed Sheeran'],Thinking out Loud,x (Wembley Edition),281.56,69,2013,1Slwb6dOYkBlWal1PGtnNg
3239,['The Meridian Studio Ensemble'],12 Years A Slave - Solomon (2013),The Dark Knight: The Film Music Of Hans Zimmer Volume 3,181.16,11,2013,5mEHMzqD8BqCLOdUvdnqQs
3240,"['J. Cole', 'Kendrick Lamar']",Forbidden Fruit (feat. Kendrick Lamar),Born Sinner (Deluxe Version),268.666,71,2013,1mvDFqbbmgmMmU6U4dIq5m
3241,['David Bowie'],Let's Spend the Night Together - 2013 Remaster,Five Years (1969 - 1973),190.751,12,2013,4TsBPFbPjWIV3vIrrWuGk6
3242,['Rainbow Kitten Surprise'],Devil Like Me,Seven + Mary,188.28,71,2013,0HsGh7cboYz6cVMIyFrQ8j
3243,['Orjan Nilsen'],Violetta (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),59.08,9,2013,1QvMXrs31m3H1HDgde6oPN
3244,['Cage The Elephant'],Telescope,Melophobia,228.293,70,2013,0tkBOcK7oRVXQJY97zzSvr
3245,['Ten Years After'],Without You - 2013 Remaster,Positive Vibrations (Deluxe Version),238.666,10,2013,1lslYZ5OclVQgyywdp8l6t
3246,['The Neighbourhood'],Wires,I'm Sorry...,193.08,76,2013,5v8aEcHcaJIGYpfVVPtJjI
3247,['Rabbit Junk'],Boy with the Sun in His Eyes (Remastered),Singles from the Lost Years 2011-2013 (Remastered),380.0,14,2013,5ShDdyYY75ZirhAwL7d3qi
3248,['Winter Aid'],The Wisp Sings,The Wisp Sings,313.252,76,2013,68RI4I6SKm57SxjG06OYvN
3249,['Ten Years After'],I Wanted to Boogie - 2013 Remaster,Positive Vibrations (Deluxe Version),215.733,10,2013,4exN3vwLC63k2VOSIuf3p7
3250,['Fall Out Boy'],My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,186.826,69,2013,7s0lDK7y3XLmI7tcsRAbW0
3251,['Ten Years After'],Look into My Life - 2013 Remaster,Positive Vibrations (Deluxe Version),255.96,10,2013,2mokHnxj95D6lb8NWshdoW
3252,['Kanye West'],Blood On The Leaves,Yeezus,359.8,72,2013,42GcjriRK6srwHkfbkBqVl
3253,['The Pogues'],USA - 2013 Mix,30 Years,289.453,8,2013,7Lr9rBFRYsYTmHhT4bIrRX
3254,['Lady Gaga'],Applause,ARTPOP,212.333,76,2013,5ka2ajep9OAvU5Sgduhiex
3255,['The Pogues'],Tombstone - 2013 Mix,30 Years,174.853,7,2013,71GlsuGpBR1Bs7USkW9Xsz
3256,"['JAY-Z', 'Justin Timberlake']",Holy Grail,Magna Carta... Holy Grail,338.413,69,2013,37jTPJgwCCmIGMPB45jrPV
3257,['The Pogues'],Gridlock - 2013 Mix,30 Years,199.08,8,2013,3A7ZD3DmTDFJrWWnhEBP8K
3258,"['Katy Perry', 'Juicy J']",Dark Horse,PRISM,215.672,79,2013,4jbmgIyjGoXjY01XxatOx6
3259,['The Pogues'],Boat Train - 2013 Mix,30 Years,159.68,8,2013,6W7BJWngFn9AEfZQrV73Ft
3260,['Cassadee Pope'],Wasting All These Tears,Frame By Frame,215.64,68,2013,25zXRQGuwYZdIp88fVZOPC
3261,"['Ferry Corsten', 'Jenny Wahlström']",Many Ways (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),64.613,8,2013,2KUIHKTAk9YnMCjNHySGuA
3262,['Arctic Monkeys'],Arabella,AM,207.356,79,2013,7nzsY8vlnKdvGOEE0rjAXZ
3263,"['Ronski Speed', 'Lucy Saunders', 'Omnia']",Rise Again (Mix Cut) - Omnia Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),72.733,8,2013,6cvxRRxNFyXexKnJBc0a1K
3264,['Echosmith'],Cool Kids,Talking Dreams (Deluxe Edition),237.626,76,2013,13P5rwmk2EsoFRIz9UCeh9
3265,"['Headstrong', 'Stine Grove', 'Aurosonic']",Satellite (Mix Cut) - Aurosonic Progressive Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),59.24,8,2013,5dORa6eokSi5ZHrCqU2m8q
3266,['Katy Perry'],Roar,PRISM (Deluxe),223.546,78,2013,6F5c58TMEs1byxUstkzVeM
3267,"['Hardwell', 'Amba Shepherd', 'Dash Berlin']",Apollo (Mix Cut) - Dash Berlin 4AM Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.266,8,2013,7DqoQbk24skfpDqVPs2iQ8
3268,['Ed Sheeran'],Photograph,x (Wembley Edition),258.986,69,2013,6fxVffaTuwjgEk5h9QyRjy
3269,"['Johan De Kock', 'Stefan Viljoen', 'Nanje Nowack', 'Tommy Johnson']",Silence (Mix Cut) - Tommy Johnson Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),130.906,8,2013,5V56TG2zuE6H3XMMdOG9GV
3270,"['Lil Wayne', '2 Chainz']",Rich As Fuck,I Am Not A Human Being II (Deluxe),223.173,68,2013,3Eq7yD58dIXqOgw1j7NFhY
3271,"['Lange', 'Ilseviolin']",Violin's Revenge (Mix Cut) - Dark Club Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.306,8,2013,5H65OR8zo0kEJFh2iyKCEZ
3272,['James Arthur'],Impossible,James Arthur (Deluxe),209.44,81,2013,5yVIlYEHZxQVLyInCdldoS
3273,"['Bobina', 'Ana Criado', 'Beat Service']",For Who I Am (Mix Cut) - Beat Service Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),109.106,8,2013,7g2uskiA6KvtYpCOOIpbpY
3274,['Kanye West'],On Sight,Yeezus,156.48,72,2013,1gqkRc9WtOpnGIqxf2Hvzr
3275,"['Shogun', 'Tania Zygar']",Find Me (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),58.213,8,2013,3NjOF6i2nlFhP6185PXutD
3276,['BTS'],Like,2 Cool 4 Skool,231.893,79,2013,55Ctj6nVfobn9AcPe6sLG2
3277,"['Rank 1', 'M.I.K.E.']",Elements Of Nature (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),86.253,8,2013,4LO37GgdKUB65JdW2683VW
3278,['Rainbow Kitten Surprise'],First Class,Seven + Mary,343.485,70,2013,7trx783SvnHhKkmgSSTIFJ
3279,['BT'],Skylarking (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),73.84,8,2013,2f5Fj5Ng0QeAnapBq5GjcV
3280,"['Tyler, The Creator']",Answer,Wolf,230.066,70,2013,6rqj2zeKhLy3exkuFi6mSz
3281,['Fendaheads'],Rock On,Battle of the Year 2013 - The Soundtrack,183.08,30,2013,2qWq8rz6sxf78pBQnqfTqM
3282,['Paramore'],Interlude: I'm Not Angry Anymore,Paramore,52.6,73,2013,2GBjsCkCpR5w8Zri9aE49H
3283,"['Michal Menert', 'Break Science']",All Eyes on You,Battle of the Year 2013 - The Soundtrack,247.986,14,2013,5b74OZdfIC6fxkO1imA5yu
3284,"['Daft Punk', 'Julian Casablancas']",Instant Crush (feat. Julian Casablancas),Random Access Memories,337.56,80,2013,2cGxRwrMyEAp8dEbuZaVv6
3285,['The Pogues'],Night Train to Lorca - 2013 Mix,30 Years,208.04,7,2013,0p0dM5bHz88yxRXtqHMOzx
3286,['A$AP Rocky'],Fashion Killa,LONG.LIVE.A$AP (Deluxe Version),236.28,72,2013,0O3TAouZE4vL9dM5SyxgvH
3287,['Rabbit Junk'],Lucid Summations (Remastered),Singles from the Lost Years 2011-2013 (Remastered),342.0,12,2013,1JgkVJM8tEdELKXBravJse
3288,['Mitski'],"Goodbye, My Danish Sweetheart","Retired from Sad, New Career in Business",137.024,72,2013,3iDMNG7MD7uCPMxBOa66ZI
3289,['Noisecontrollers'],Experience The Beyond - Official Iqon Anthem 2013,10 Years Noisecontrollers,227.239,18,2013,7mi6ITB3GYsC5mBL5VplY2
3290,"['DJ Snake', 'Lil Jon']",Turn Down for What,Turn Down for What,213.733,75,2013,67awxiNHNyjMXhVgsHuIrs
3291,['Peaches & Herb'],Shake Your Groove Thing (Re-Recorded) [Remastered],Happy New Year 2013,346.066,10,2013,7uDjEsB1AwtSU6oPgMXatR
3292,['Avenged Sevenfold'],Shepherd of Fire,Hail to the King,323.8,72,2013,1fQaoh3imrMunWVZh5kf90
3293,"['Verbal Jint', '시온 Zion & 한해 Hanhae of 팬텀 Phantom']",소년을 위로해줘 From Boys to Men 2013,10년 동안의 오독 I 10 Years of Misinterpretation Part I,242.48,9,2013,7K9ZQZdMC30O66H7HD6Vhy
3294,['Fall Out Boy'],My Songs Know What You Did In The Dark (Light Em Up),Save Rock And Roll,186.826,77,2013,2E43WFS4rRc09za2r2GmZl
3295,['Pearl Jam'],Light Years - Live,"2013.11.21 - San Diego, California (Live)",307.08,7,2013,0v1AYqLoUb102mEMP7xYp8
3296,"['Lana Del Rey', 'Cedric Gervais']",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),214.912,77,2013,6PUIzlqotEmPuBfjbwYWOB
3297,"['Dash Berlin', 'Alexander Popov', 'Jonathan Mendelsohn']",Steal You Away (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),59.56,7,2013,5DTav54Fgbra8rwWrHyXPS
3298,['Twenty One Pilots'],House of Gold,Vessel,163.88,72,2013,36tghkPg1AO4HsAzo6YpPp
3299,['Omnia'],Immersion (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),59.066,7,2013,0hH2yPErdHEmqYIcCOn6IH
3300,"['Tim McGraw', 'Taylor Swift', 'Keith Urban']",Highway Don't Care,Two Lanes Of Freedom,276.88,68,2013,4wFUdSCer8bdQsrp1M90sa
3301,['Mark Sixma'],Character (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),43.64,8,2013,16Ip0JUlBn1TJNlRsvnnNS
3302,['Phantogram'],Black Out Days,Voices,227.16,68,2013,6xWIuPEnPIODp4dCRsAd5I
3303,"['Giuseppe Ottaviani', 'Eric Lumiere']",Love Will Bring It All Around (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),109.093,7,2013,4XZ0gUrxHlvlwxBy7zsXdX
3304,['Grouplove'],Raspberry,Spreading Rumours,196.026,70,2013,1F5A4LpF8ylUVtPoMAvNvn
3305,"['Conjure One', 'Aruna', 'Arisen Flame']",Still Holding On (Mix Cut) - Arisen Flame Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),114.64,8,2013,02hysWWyCvGgKvDIPhYezq
3306,['Kikuo'],愛して 愛して 愛して,きくおミク3,252.0,74,2013,3ty4jnVIJ9My8ZnXFMc0Fg
3307,['Orjan Nilsen'],XIING (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),66.48,7,2013,5OgPXexeejGY8EnOtRIEby
3308,['The 1975'],Robbers,The 1975 (Deluxe Version),254.509,70,2013,06cCziAHtDg6pcsidZHu03
3309,"['Omnia', 'Everything By Electricity']",Bones (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.32,8,2013,1BzhBawnQfTPwhZO1c6SxY
3310,"['Tyler, The Creator']",Colossus,Wolf,213.32,69,2013,5AnVuHLmgipXkFmBvj2Q6H
3311,"['Mark Knight', 'D. Ramirez', 'Underworld', 'Armin van Buuren ASOT Radio']",Downpipe (Mix Cut) - Armin van Buuren Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),59.106,7,2013,3zPbNHpLZChH5xwvzfj5gH
3312,['Panic! At The Disco'],This Is Gospel,"Too Weird to Live, Too Rare to Die!",187.186,71,2013,3yZQk5PC52CCmT4ZaTIKvv
3313,['Audien'],Wayfarer (Mix Cut) - Original Mix Edit,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.318,7,2013,3hGXU44UA3i1SilhPs57zH
3314,['Miley Cyrus'],Adore You,Bangerz (Deluxe Version),278.746,74,2013,5AnCLGg35ziFOloEnXK4uu
3315,"['Denis Kenzo', 'Sveta B.']",Lullaby Lonely (Mix Cut) - Progressive Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),36.453,7,2013,7ruq5s2PtwE26x6xzN3hlU
3316,['Prince Royce'],Darte un Beso,Soy el Mismo,206.933,75,2013,6cJLfIqwh0tCKRjYM3WpZ5
3317,['Ilan Bluestone'],Sinai (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.133,8,2013,677tgaN8SCwv0L8lu54YLf
3318,['Gary Allan'],Every Storm (Runs Out Of Rain),Set You Free,225.64,68,2013,6s3dgEQgen7G85NtYUTEbD
3319,['Super8 & Tab'],L.A. (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),59.08,7,2013,5wcRR1Za2OAN74YIddm8At
3320,"['Juicy J', 'Lil Wayne', '2 Chainz']",Bandz A Make Her Dance (feat. Lil' Wayne & 2 Chainz),Stay Trippy,278.826,68,2013,7EZPH9Px3gXlxD5KJDwtwc
3321,"['Andrew Rayel', 'Jwaydan']",Until The End (Mix Cut) - Club Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),128.146,7,2013,4vRQwBbZ4Cpp15k05eiK8g
3322,"['Rittz', 'Mike Posner']",Switch Lanes,The Life and Times of Jonny Valiant,204.269,68,2013,2ysVuXmtSgghzyYijfj7Od
3323,['Mark Sixma'],Requiem (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),44.28,7,2013,33esoMgFmWYpGGxQeLG2cd
3324,"['August Alsina', 'Trinidad James']",I Luv This Shit,Downtown: Life Under The Gun,267.92,67,2013,4IeUAegXVbETb7FpgNDnSM
3325,['Beat Service'],Aurora (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),42.973,8,2013,4coRSfu58mnAenrkPc7NsM
3326,"['Chance the Rapper', 'Childish Gambino']",Favorite Song,Acid Rap,185.062,68,2013,1sFstGV1Z3Aw5TDFCiT7vK
3327,"['Andy Moor', 'Betsie Larkin', 'Andrew Rayel']",Love Again (Mix Cut) - Andrew Rayel Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),100.266,7,2013,5fpqXMzqxiyvPFjFBa5Jry
3328,['Mitski'],Strawberry Blond,"Retired from Sad, New Career in Business",114.277,71,2013,3eGsNpXzcb1BDkfSJI54NY
3329,['G-DRAGON'],1 Year - Live,2013 G-DRAGON WORLD TOUR 'ONE OF A KIND in SEOUL',290.64,15,2013,0fAeXI8WxncT8IkMaNI75c
3330,['Luke Bryan'],Drink A Beer,Crash My Party,202.626,68,2013,1PoGWZbJPGmViVi7CYbDUK
3331,"['Ronski Speed', 'Lucy Saunders', 'Omnia']",Rise Again - Omnia Radio Edit,A State Of Trance Year Mix 2013,219.611,6,2013,2LDHX4mkwmg4AvWZNy8MdF
3332,['Chris Stapleton'],What Are You Listening To?,What Are You Listening To?,245.92,68,2013,3KZw9g7PNBBx66sHNqme6Z
3333,['Rabbit Junk'],Break Shins to This (Remastered) [Instrumental],Singles from the Lost Years 2011-2013 (Remastered),168.0,10,2013,35Sg6Zyyh2xzXDIO5I9Lsn
3334,['Kanye West'],Hold My Liquor,Yeezus,326.946,70,2013,5nIu0VwPOsjkF61zfevLKh
3335,"['Alan Tam', 'Hacken Lee']",80歲後,左麟右李十周年演唱會2013 -香港有聲音,128.186,12,2013,3r9xAnf1dVnPQqw8e35foL
3336,['Little Big Town'],Pontoon,Tornado,212.32,67,2013,2Gy3XMLbBxACZ4tXdFRGr7
3337,['Ten Years After'],You're Driving Me Crazy - 2013 Remaster,Positive Vibrations (Deluxe Version),144.733,10,2013,0PHD9IVco4EwZL3Xh8iWXn
3338,['Arctic Monkeys'],Knee Socks,AM,257.563,76,2013,2LGdO5MtFdyphi2EihANZG
3339,"['Dash Berlin', 'Sarah Howells', 'Andrew Rayel']",Go It Alone (Mix Cut) - Andrew Rayel Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),80.0,7,2013,0aZPKWseEp3YM8XpSv1Kib
3340,['Arctic Monkeys'],Snap Out Of It,AM,193.03,78,2013,0NdTUS4UiNYCNn5FgVqKQY
3341,"['Dash Berlin', 'Christina Novelli']",Jar Of Hearts (Mix Cut) - Club Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),101.826,7,2013,69EylTqsvrHp0iCPSoNuPe
3342,"['Justin Timberlake', 'JAY-Z']",Suit & Tie (feat. Jay-Z),The 20/20 Experience (Deluxe Version),326.28,71,2013,6vt0I1cw1YmAIKDJvHVIM5
3343,['Arisen Flame'],Unity (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),56.48,7,2013,1jPxLkZMi0zcWyrus8pdSc
3344,['Traviezoz de la Zierra'],Mi Pasado y Mi Presente,Plan B,220.08,73,2013,588ROs3NuPqlPSYpIuitKS
3345,"['BT', 'The Aqualung', 'Super8 & Tab']",Surrounded (Mix Cut) - Super8 & Tab Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),66.426,7,2013,2Ma3OssRpZVhxnFUBEAtUK
3346,"['A$AP Ferg', 'A$AP Rocky']",Shabba (feat. A$AP Rocky),Trap Lord,275.866,70,2013,7eaKWfov7b2Qa2n6HTesL3
3347,['Arisen Flame'],Gladius (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),57.306,7,2013,2Zgw8dmRLLMdKZ43lZACWN
3348,"['Childish Gambino', 'Chance the Rapper']",I. The Worst Guys,Because the Internet,219.739,68,2013,17wxjHNmOSstc6nVIe401T
3349,['Fisherman & Hawkins'],Apache (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),72.68,6,2013,2TrDmGJp7T0KofprrbTwWs
3350,['Unknown Mortal Orchestra'],So Good At Being in Trouble,II,230.146,72,2013,2lwi35A2ym3FAmSlvOGnQp
3351,"['Driftmoon', 'Andy Blueman', 'DSharp']",Exodus (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),98.586,7,2013,2LA2YOcGYRzTATU2LUcUMU
3352,['Tom Odell'],Heal,Long Way Down (Deluxe),193.08,77,2013,4KlL5Bwlm4yHYxr0B2rHci
3353,"['Alex M.O.R.P.H.', 'Natalie Gioia']",Dreams (Mix Cut) - Original Club Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),87.266,7,2013,2NMKpGuiuaOTBd9w539IAa
3354,['PARTYNEXTDOOR'],Wus Good / Curious,PARTYNEXTDOOR,212.88,70,2013,2ekdnv2xVIyAdG3ySoDDeY
3355,"['Emma Hewitt', 'Mikkas']",Rewind (Mix Cut) - Mikkas Remix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),43.663,7,2013,0D4nB6T05E8pacPq19YpgH
3356,['Backstreet Boys'],Everybody (Backstreet's Back) - Radio Edit,This Is The End: Original Motion Picture Soundtrack,224.96,67,2013,4rTeOSYqwXNz5qPR2DUTFZ
3357,['GAIA'],Humming The Lights (Mix Cut),A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),56.88,7,2013,6mQ28Hg93ZY94Z29Nh09fS
3358,"['French Montana', 'Rick Ross', 'Drake', 'Lil Wayne']",Pop That,Excuse My French,303.533,67,2013,3Jv1XgMPVjdN5xGfnRJ20s
3359,['Heatbeat'],Game Over (Mix Cut) - Original Mix,A State Of Trance Year Mix 2013 (Mixed by Armin van Buuren),54.546,7,2013,2gvwaIvyWEAJjJmEZ72Y3E
3360,['John Newman'],Love Me Again,Tribute,239.894,68,2013,5VSCgNlSmTV2Yq5lB40Eaw
3361,['M.O.T.O.'],All City Seven Years in a Row (From Golden Quarter Hour 2013),Ampeg Stud / Motoerectus / Golden Quarter Hour (+ Extra Tracks),110.152,4,2013,6gUcmw16g0gACKICSTIowi
3362,['Britney Spears'],Work Bitch,Britney Jean (Deluxe Version),247.96,75,2013,3KliPMvk1EvFZu9cvkj8p1
3363,['Ten Years After'],Look Me Straight into the Eyes - 2013 Remaster,Positive Vibrations (Deluxe Version),378.053,8,2013,60Taghb5E3lz4FHOsMnTHl
3364,"['Drake', 'JAY-Z']",Pound Cake / Paris Morton Music 2,Nothing Was The Same,432.853,67,2013,4NVNapccSX7E5JLiW0uQEy
3365,['Small Faces'],Mad John - 2013 Remaster,Greatest Hits - The Immediate Years 1967-1969,127.037,12,2013,2Llusy39yZoe1wL19timU1
3366,"[""The Mowgli's""]",San Francisco,Waiting For The Dawn,173.093,66,2013,5RRWirYSE08FPKD6Mx4v0V
